Radius_mm,TwoTheta_deg,Intensity_Raw,Intensity_Normalized_Percent
0.0,0.0,243.0,99.61057593769216
0.026244583910780113,0.010024692211924948,243.0,99.61057593769216
0.052489167821560226,0.020049381968814502,243.25,99.71305595408896
0.07873375173234035,0.03007406681563687,243.95,100.0
0.10497833564312045,0.04009874429736748,243.70833333333334,99.90093598414977
0.13122291955390056,0.05012341195899259,243.75,99.91801598688255
0.1574675034646807,0.060148067345512875,243.38888888888889,99.76998929653162
0.1837120873754608,0.07017270800194704,243.25,99.71305595408896
0.2099566712862409,0.08019733147333546,243.25,99.71305595408896
0.236201255197021,0.09022193530474372,243.30357142857142,99.73501595760256
0.2624458391078011,0.10024651704126632,243.5441176470588,99.83362067926166
0.2886904230185812,0.11027107422803019,243.65625,99.87958598073376
0.3149350069293614,0.12029560441019832,243.5875,99.85140397622465
0.3411795908401415,0.13032010513297343,243.52173913043478,99.82444727625939
0.3674241747509216,0.1403445739416014,243.6931818181818,99.89472507406511
0.3936687586617017,0.1503690083813752,243.59375,99.85396597663456
0.4199133425724818,0.16039340599763813,243.40625,99.77710596433695
0.4461579264832619,0.17041776433578765,243.3448275862069,99.75192768444636
0.472402510394042,0.18044208094127892,243.38333333333333,99.76771196283391
0.4986470943048221,0.1904663533596285,243.20833333333334,99.69597595135616
0.5248916782156022,0.2004905791364177,243.41935483870967,99.78247790068033
0.5511362621263823,0.21051475581729656,243.36805555555554,99.76144929516522
0.5773808460371624,0.22053888094798707,243.05882352941177,99.63468888272669
0.6036254299479425,0.23056295207428704,242.42142857142858,99.37340789974527
0.6298700138587228,0.24058696674207364,242.48026315789474,99.39752537728828
0.6561145977695029,0.25061092249730693,243.1547619047619,99.67401594784255
0.682359181680283,0.2606348168860335,242.9090909090909,99.57331047718424
0.7086037655910631,0.27065864745439017,242.78048780487805,99.52059348427056
0.7348483495018432,0.2806824117486075,242.97619047619048,99.60081593613056
0.7610929334126233,0.29070610731501334,243.04166666666666,99.62765594042496
0.7873375173234034,0.30072973170003653,243.03191489361703,99.62365849297686
0.8135821012341835,0.31075328245021056,242.91826923076923,99.57707285540859
0.8398266851449636,0.32077675711217696,242.87,99.55728632916582
0.8660712690557437,0.33080015323268896,242.16346153846155,99.26766203667209
0.8923158529665238,0.34082346835861543,241.81578947368422,99.12514428107573
0.9185604368773039,0.35084670003694396,242.1875,99.27751588440255
0.944805020788084,0.36086984581478476,241.44396551724137,98.97272618046378
0.9710496046988641,0.3708929032393743,241.8859649122807,99.15391060146781
0.9972941886096442,0.38091586985807874,241.6875,99.07255585160894
1.0235387725204244,0.39093874321839744,241.86290322580646,99.14445715343574
1.0497833564312045,0.4009615208679671,241.45762711864407,98.97832634500679
1.0760279403419846,0.4109842003545647,241.34926470588235,98.93390641766032
1.1022725242527647,0.42100677922611135,241.38636363636363,98.94911401367642
1.1285171081635448,0.43102925503067613,240.78472222222223,98.7024891257316
1.1547616920743249,0.4410516253164792,240.6159420289855,98.63330273785019
1.181006275985105,0.4510738876318958,240.47794117647058,98.57673341933616
1.207250859895885,0.46109603952546,240.5439189189189,98.60377901984788
1.2334954438066652,0.4711180785458674,240.37671232876713,98.53523768344625
1.2597400277174455,0.4811400022419796,239.32371794871796,98.10359415811354
1.2859846116282256,0.4911618081628279,239.83881578947367,98.31474309877994
1.3122291955390057,0.5011834938576158,239.9375,98.35519573683132
1.3384737794497858,0.5112050568757239,239.6358024691358,98.23152386519197
1.364718363360566,0.5212264947667127,239.26602564102564,98.07994492356042
1.390962947271346,0.5312478050803261,238.99127906976744,97.96732079105041
1.4172075311821262,0.5412689853664955,238.64506172839506,97.8253993557676
1.4434521150929063,0.5512900331753436,238.3404255319149,97.70052286612622
1.4696966990036864,0.5613109460571869,237.87790697674419,97.51092722965534
1.4959412829144665,0.5713317215625402,237.575,97.38675958188153
1.5221858668252466,0.5813523572421199,237.1510989010989,97.21299401561751
1.5484304507360267,0.5913728506468475,236.4320652173913,96.91824768083268
1.5746750346468068,0.6013931993278537,235.99744897959184,96.74008976412865
1.600919618557587,0.6114134008364811,235.8041237113402,96.66084185748728
1.627164202468367,0.6214334527242886,235.5127551020408,96.54140401805323
1.6534087863791471,0.6314533525430546,235.275,96.44394343103096
1.6796533702899272,0.6414730978447802,234.94072164948454,96.30691602766326
1.7058979542007073,0.651492686181694,234.625,96.17749538839927
1.7321425381114874,0.6615121151062542,233.9275,95.89157614265218
1.7583871220222675,0.6715313821711533,233.50235849056602,95.71730210722117
1.7846317059330477,0.681550484929321,233.15486725663717,95.57485847781807
1.8108762898438278,0.6915694209339283,232.73557692307693,95.40298295678498
1.8371208737546079,0.7015881877383905,231.96651785714286,95.08773021403684
1.863365457665388,0.7116067828963712,231.35981308411215,94.83902975368402
1.889610041576168,0.7216252039617861,230.7625,94.59417913506866
1.9158546254869482,0.7316434484888056,229.82327586206895,94.20917231484688
1.9420992093977283,0.7416615140318594,229.02370689655172,93.88141295206056
1.9683437933085084,0.7516793981456399,228.4264705882353,93.63659380538442
1.9945883772192885,0.7616970983851049,228.0,93.46177495388399
